guid,verb,verb_hiragana,verb_romaji,verb_1,verb_1_hiragana,verb_1_romaji,verb_2,verb_2_hiragana,verb_2_romaji,transitivity,pattern,meaning,meaning_en,meaning_ko,nlb_link,structure
A.A^=nbfLl,読み進む,よみすすむ,yomisusumu,読む,よむ,yomu,進む,すすむ,susumu,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>（本を）読んで先に進む。</p><ul><li><p>本を読み進むにつれて、著者の偉大さが分かってきた。 (Hon o yomisusumunitsurete, chosha no idaisa ga wakatte kita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To move ahead by reading (a book).</p><ul><li><p>The more of the book I read, the more I understood the greatness of the writer.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(책을) 읽어 나가다.</p><ul><li><p>책을 읽어 감에 따라 저자의 위대함을 알게 됐다.</p></li></ul></li></ol>",V.05602,VV
CFJFqK4~M`,読み進める,よみすすめる,yomisusumeru,読む,よむ,yomu,進める,すすめる,susumeru,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>（本を）先へ先へと読んでいく。</p><ul><li><p>僕は、夢中でその本を読み進めた。 (Boku wa, muchū de sono hon o yomisusumeta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To read (a book) further and further ahead.</p><ul><li><p>I was so fascinated by the book that I couldn't put it down.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(책을) 앞으로 앞으로 읽어 가다.</p><ul><li><p>나는, 꿈속에서 그 책을 읽어 나갔다.</p></li></ul></li></ol>",V.07634,VV
itK]4I^#fj,読み違う,よみちがう,yomichigau,読む,よむ,yomu,違う,ちがう,chigau,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>「読み違える」と同じ。</p></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>Same as ""yomi chigaeru.""</p></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>「読み違える」와 동일。</p></li></ol>",V.15315,Vs
JuVApm&K7O,読み違える,よみちがえる,yomichigaeru,読む,よむ,yomu,違える,ちがえる,chigaeru,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>間違って読む。読み間違える。推測を誤る。</p><ul><li><p>数字の７を１と読み違えた。 (Sūji no 7 o 1 to yomichigaeta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To read incorrectly. To misread. To misjudge.</p><ul><li><p>I misread the numeral seven as a one.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>틀리게 읽다. 잘못 읽다. 추측이 틀리다.</p><ul><li><p>숫자 7을 1로 잘못 읽었다.</p></li></ul></li></ol>",V.10082,Vs
lze92jk~Ig,読み飛ばす,よみとばす,yomitobasu,読む,よむ,yomu,飛ばす,とばす,tobasu,他,(1)N1ガ|N2ヲ；(2)N1ガ|N2ヲ,"<ol style=""""><li><p>一部を抜かして読む。</p><ul><li><p>不要な部分を適当に読み飛ばしてください。 (Fuyō na bubun o tekitō ni yomitobashite kudasai.)</p></li></ul></li><li><p>次々と早く読む。</p><ul><li><p>彼は、大部の書物を猛スピードで読み飛ばした。 (Kare wa, taibu no shomotsu o mōsupiido de yomitobashita.)</p></li></ul></li></ol>","<ol style=""""><li><p>To skip unnecessary parts when reading.</p><ul><li><p>Please skip over the unnecessary parts as you see fit.</p></li></ul></li><li><p>To read quickly one after another.</p><ul><li><p>He speed-read a vast quantity of paperwork.</p></li></ul></li></ol>","<ol style=""""><li><p>일부를 뛰어넘고 읽다.</p><ul><li><p>불필요한 부분을 적당히 건너뛰고 읽어 주세요.</p></li></ul></li><li><p>차례차례로 빨리 읽다.</p><ul><li><p>그는 두툼한 서적을 엄청나게 빠른 속도로 읽었다.</p></li></ul></li></ol>",V.08190,Vs
Ct88D^hDrz,読み取る,よみとる,yomitoru,読む,よむ,yomu,取る,とる,toru,他,(1)N1ガ|N2カラ|N3ヲ；(2)N1ガ|N2カラ|N3ヲ,"<ol style=""""><li><p>読んで、内容を理解する。</p><ul><li><p>私は、その手紙からは先生の真意が読み取れなかった。 (Watashi wa, sono tegami karawa sensei no shin'i ga yomitorenakatta.)</p></li></ul></li><li><p>文字や画像を読み取り装置でコンピュータに取り込む。</p><ul><li><p>携帯電話でバーコードを読み取った。 (Keitai denwa de bākōdo o yomitotta.)</p></li></ul></li></ol>","<ol style=""""><li><p>To read and understand the content.</p><ul><li><p>I could not judge the teacher's true intentions from his letter.</p></li></ul></li><li><p>To use a reading device to read words or images into a computer.</p><ul><li><p>I used my mobile phone to read the barcode.</p></li></ul></li></ol>","<ol style=""""><li><p>읽고 내용을 이해하다.</p><ul><li><p>나는, 그 편지에서는 선생님의 진의를 알아차리지 못했다.</p></li></ul></li><li><p>문자나 화상을 인식하는 장치에서 컴퓨터로 읽어 들이다.</p><ul><li><p>핸드폰으로 바코드를 판독했다.</p></li></ul></li></ol>",V.01408,VV
s@MON1nWd#,読み流す,よみながす,yominagasu,読む,よむ,yomu,流す,ながす,nagasu,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>ざっと流して読む。</p><ul><li><p>社長は、大部の書類をさっと読み流した。 (Shachō wa, taibu no shorui o satto yominagashita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To read through lightly.</p><ul><li><p>The company president quickly skimmed through most of the papers.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>대충 훑어서 읽다.</p><ul><li><p>사장님은 두툼한 서류를 재빨리 훑어 보았다.</p></li></ul></li></ol>",V.12220,VV
bkr%LHK@c},読み慣れる,よみなれる,yominareru,読む,よむ,yomu,慣れる,なれる,nareru,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>読むのに慣れている。読みつける。</p><ul><li><p>私は、法律の文章を読み慣れていない。 (Watashi wa, hōritsu no bunshō o yominarete inai.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To be accustomed to reading. To be able to read.</p><ul><li><p>I'm not accustomed to reading legal documents.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>읽는데 익숙하다. 늘 읽다.</p><ul><li><p>나는 법률 문서를 읽는데 익숙하지 않는다.</p></li></ul></li></ol>",,Vs
iBvg3{%ZU1,読みふける,よみふける,yomifukeru,読む,よむ,yomu,ふける,ふける,fukeru,他,N1ガ|N2ヲ/ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>熱中して読む。読むのに熱中する。</p><ul><li><p>電車の中で推理小説を（推理小説に）読みふけって、駅を乗り過ごしてしまった。 (Densha no naka de suiri shōsetsu o (suiri shōsetsu ni) yomifukette, eki o norisugoshite shimatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To read intently. To concentrate on reading.</p><ul><li><p>I got so engrossed in reading a detective novel on the train that I missed my stop.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>열중해서 읽다. 읽기에 열중하다.</p><ul><li><p>전철 안에서 추리 소설을 (추리 소설에) 열중해서 읽다가, 내릴 역을 지나쳐 버렸다.</p></li></ul></li></ol>",V.06473,Vs VV
EYZe7}L?X8,読み古す,よみふるす,yomifurusu,読む,よむ,yomu,古す,ふるす,furusu,他,(1)N1ガ|N2ヲ；(2)N1ガ|N2ヲ,"<ol style=""""><li><p>何度も読んで新鮮みを失う。</p><ul><li><p>読み古された古典。 (Yomi furusareta koten.)</p></li></ul></li><li><p>長く読んで、古くする（よれよれにする）。</p><ul><li><p>読み古した本をリサイクルに出した。 (Yomi furushita hon o risaikuru ni dashita.)</p></li></ul></li></ol>","<ol style=""""><li><p>To read something many times until it loses its freshness.</p><ul><li><p>The hoary, well-thumbed classics</p></li></ul></li><li><p>To make old (beaten up) by reading for a long time.</p><ul><li><p>I sent out my old, worn-out book to recycle.</p></li></ul></li></ol>","<ol style=""""><li><p>몇번이나 읽어서 신선함을 잃다.</p><ul><li><p>오랫동안 읽혀 온 고전.</p></li></ul></li><li><p>오랫동안 읽어서, 낡게 하다 (구깃구깃하게 하다).</p><ul><li><p>오래 읽어 낡은 책을 재활용에 내놓았다.</p></li></ul></li></ol>",,VV
LvNZMbQT1<,寄り合う,よりあう,yoriau,寄る,よる,yoru,合う,あう,au,自（意志）,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>（多くの人が）ひとつのところに寄る（集まる）。</p><ul><li><p>彼らが寄り合えば、いつも高校時代の話に花が咲く。 (Karera ga yoriaeba, itsumo kōkō jidai no hanashi ni hana ga saku.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(For many people) To gather (come together) in one place.</p><ul><li><p>Whenever they get together, they have a great time talking about their high school days together.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(많은 사람이) 하나의 장소에 들르다 (모이다).</p><ul><li><p>그들이 한 자리에 모이면, 항상 고등학교 때 이야기로 꽃을 피운다.</p></li></ul></li></ol>",V.07169,Vs
j%EoIe=[#h,縒り上げる,よりあげる,yoriageru,縒る,よる,yoru,上げる,あげる,ageru,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>（たくさんの糸を）縒って紐にまとめる。</p><ul><li><p>職人たちは、1ヶ月がかりで、神社のしめ縄を縒り上げた。 (Shokunintachi wa, 1kagetsugakari de, jinja no shimenawa o yoriageta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To spin (several threads) into string.</p><ul><li><p>The craftsmen spent a month twisting the straw rope for the shrine.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(많은 실을) 꼬아서 끈으로 모으다.</p><ul><li><p>기술자들은 한 달에 걸쳐, 신사의 금줄을 꼬아 만들어 냈다.</p></li></ul></li></ol>",V.16341,Vs
ptKlSQoG-:,寄り集まる,よりあつまる,yoriatsumaru,寄る,よる,yoru,集まる,あつまる,atsumaru,自（意志）,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>（多くの人が）あちこちから一箇所に寄って集まる。</p><ul><li><p>先生の還暦祝いに、弟子達が寄り集まった。 (Sensei no kanreki hogai ni, deshitachi ga yoriatsumatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(Of many people) To gather in one place from all directions.</p><ul><li><p>To celebrate the teacher's sixtieth birthday, the former students all came together.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(많은 사람이) 여기저기에서 한군데로 모여들다.</p><ul><li><p>선생님의 회갑연에 제자들이 몰려들었다.</p></li></ul></li></ol>",V.05746,VV
uvCBrf;yC4,寄り掛かる,よりかかる,yorikakaru,寄る,よる,yoru,掛かる,かかる,kakaru,自（意志）,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>身体をもたせかける。</p><ul><li><p>電車のドアに寄り掛かるのは危険です。 (Densha no doa ni yorikakaru no wa kiken desu.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To lean one's body against.</p><ul><li><p>It is dangerous to lean against the train doors.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>몸을 기대다.</p><ul><li><p>전철 문에 기대는 것은 위험합니다.</p></li></ul></li></ol>",V.02673,VV
y{!*u>m&TF,寄り添う,よりそう,yorisou,寄る,よる,yoru,添う,そう,sou,自（意志）,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>（二人の人が）身体をすり合わせるように近くにいる。</p><ul><li><p>彼女は、母親に寄り添って歩いた。 (Kanojo wa, hahaoya ni yorisotte aruita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(Two people) are close to each other, as if rubbing their bodies together.</p><ul><li><p>She walked along, snuggled up against her mother.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(두 사람이) 몸을 맞대고 문지르듯이 가까이에 있다.</p><ul><li><p>그녀는 어머니한테 바짝 붙어서 걸었다.</p></li></ul></li></ol>",V.02287,VV
*fQPJ_M=x,選り出す,よりだす,yoridasu,選る,よる,yoru,出す,だす,dasu,他,N1ガ|N2カラ|N3ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>選んで、出す。選び出す。</p><ul><li><p>たくさんの中から傷のない真珠だけを選り出すのは大変だ。 (takusan no naka kara kizu no nai shinju dakeo yoridasu no wa taihen da.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To choose and extract. To select out.</p><ul><li><p>It's not easy to select only the unblemished pearls out of so many.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>골라서 뽑다. 골라내다.</p><ul><li><p>많은 것 중에서 상처 없는 진주만 골라내는 것은 보통 일이 아니다.</p></li></ul></li></ol>",V.03900,VV
zOl._vduDW,寄り付く,よりつく,yoritsuku,寄る,よる,yoru,付く,つく,tsuku,自（意志）,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>そばへ寄る。</p><ul><li><p>人々は、その恐ろしい場所には寄りつかなかった。 (Hitobito wa, sono osoroshii basho niwa yoritsukanakatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To approach toward.</p><ul><li><p>The people steered clear of that frightful place.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>곁으로 다가가다.</p><ul><li><p>사람들은 그 무서운 곳에는 가까이 가지 않았다.</p></li></ul></li></ol>",V.04742,Vs
J^lbfx~yGR,選り抜く,よりぬく,yorinuku,選る,よる,yoru,抜く,ぬく,nuku,他,N1ガ|N2カラ|N3ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>選んで抜き出す。選び抜く。</p><ul><li><p>この料理店は、世界各地から選り抜いた食材を使っている。 (Kono ryōriten wa, sekai kakuchi kara yorinuita shokuzai o tsukatte iru.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To select and extract. To select out of many.</p><ul><li><p>This restaurant uses the choicest ingredients selected from all over the world.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>골라서 빼내다. 선별하다.</p><ul><li><p>이 음식점은 세계 각지에서 선별한 재료를 사용하고 있다.</p></li></ul></li></ol>",V.16344,VV
M1Y]S/c)</,よろけ込む,よろけこむ,yorokekomu,よろける,よろける,yorokeru,込む,こむ,komu,自,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>よろけながら、中に入る。</p><ul><li><p>私は、つんのめるようにエレベーターの中によろけ込んだ。 (Watashi wa, tsunnomeru yō ni erebētā no naka ni yorokekonda.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To enter staggering.</p><ul><li><p>I staggered into the elevator pitched forward.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>휘청거리며 안으로 들어가다.</p><ul><li><p>나는 고꾸라지듯이 엘리베이터 안으로 휘청거리며 들어갔다.</p></li></ul></li></ol>",V.24502,VV
rWo*xHxGFM,よろけ出る,よろけでる,yorokederu,よろける,よろける,yorokeru,出る,でる,deru,自,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>よろけながら、外に出る。</p><ul><li><p>サラリーマンは、人に押されて満員電車からホームによろけ出た。 (Sarariiman wa, hito ni osarete man'in densha kara hōmu ni yorokedeta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To go out staggering.</p><ul><li><p>The office worker staggered out onto the platform, having been shoved out of the packed train.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>휘청거리며, 밖으로 나오다.</p><ul><li><p>직장인들은 사람에 밀려서 만원 전차에서 홈으로 휘청거리며 나왔다.</p></li></ul></li></ol>",V.24503,VV
P+gG-:s)]d,弱り切る,よわりきる,yowarikiru,弱る,よわる,yowaru,切る,きる,kiru,自,N1ガ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>肉体的あるいは精神的にすっかり弱ってしまう。</p><ul><li><p>彼は、困難な任務のために心身ともに弱り切っている。 (Kare wa, konnan na ninmu no tame ni shinshintomo ni yowarikitte iru.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To be weakened completely, either physically or psychologically.</p><ul><li><p>He is worn out both in spirit and body because of his difficult assignment.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>육체적 또는 정신적으로 완전히 약해져 버리다.</p><ul><li><p>그는 어려운 임무 때문에 심신이 모두 극도로 쇠약해져 있다.</p></li></ul></li></ol>",V.11372,Vs
iJvqxw1A#%,弱り込む,よわりこむ,yowarikomu,弱る,よわる,yowaru,込む,こむ,komu,自,N1ガ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>精神的にひどく弱る（困る）。</p><ul><li><p>私は、上司からの圧力で弱り込んでいる。 (Watashi wa, jōshi karano atsuryoku de yowarikonde iru.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To be weakened badly (vexed) psychologically.</p><ul><li><p>I'm rather done in from the pressure from my boss.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>정신적으로 몹시 약해지다 (난처해지다).</p><ul><li><p>나는, 상사로부터의 압력때문에 몹시 난처하다.</p></li></ul></li></ol>",V.24510,Vs
eHsG?Z/CC/,論じ合う,ろんじあう,ronjiau,論じる,ろんじる,ronjiru,合う,あう,au,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>互いに論じる。</p><ul><li><p>彼らは日本の将来を論じ合った。 (Karera wa nihon no shōrai o ronjiatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To discuss with each other.</p><ul><li><p>They discussed the future of Japan.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>서로 논하다.</p><ul><li><p>그들은 일본의 장래를 서로 논했다.</p></li></ul></li></ol>",V.09196,Vs
CA$e4T0Ua},論じ立てる,ろんじたてる,ronjitateru,論じる,ろんじる,ronjiru,立てる,たてる,tateru,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>特に取り立てて論じる。</p><ul><li><p>わざわざ、そのことを論じ立てる必要はない。 (Wazawaza, sono koto o ronjitateru hitsuyō wa nai.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To particularly stress when arguing.</p><ul><li><p>There is no need to go out of your way to argue that point.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>특별히 내세우며 논하다.</p><ul><li><p>일부러 그 일을 내세우며 논할 필요는 없다.</p></li></ul></li></ol>",V.16376,Vs
zh{J.w6Zf?,分かち合う,わかちあう,wakachiau,分かつ,わかつ,wakatsu,合う,あう,au,他,N1ガ|N2ト|N3ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>互いに分ける。分け合う。</p><ul><li><p>彼女は恋人と受賞の喜びを分かち合った。 (Kanojo wa koibito to jushō no yorokobi o wakachiatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To share with one another. To share.</p><ul><li><p>She shared with her boyfriend the joy of winning the award.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>함께 나누다. 서로 나누다.</p><ul><li><p>그녀는 애인과 수상의 기쁨을 함께 나눴다.</p></li></ul></li></ol>",V.02790,Vs
v8+b.wC]l*,分かち与える,わかちあたえる,wakachiataeru,分かつ,わかつ,wakatsu,与える,あたえる,ataeru,他,N1ガ|N2ニ|N3ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>分け与える。</p><ul><li><p>師匠は、弟子達に自分の知識を平等に分かち与えた。 (Shishō wa, deshitachi ni jibun no chishiki o byōdō ni wakachiataeta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To share and give.</p><ul><li><p>The master shared his wisdom among his disciples equally.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>나누어 주다.</p><ul><li><p>스승은, 제자들에게 자신의 지식을 평등하게 나누어 주었다.</p></li></ul></li></ol>",V.11379,VV
dJ;zD3hdh!,分かち持つ,わかちもつ,wakachimotsu,分かつ,わかつ,wakatsu,持つ,もつ,motsu,他,N1ガ|N2ト|N3ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>共通に持つ。</p><ul><li><p>思春期の子ども達は、仲間と秘密を分かち持つことで、独自の世界を作ろうとする。 (Shishunki no kodomotachi wa, nakama to himitsu o wakachimotsu koto de, dokuji no sekai o tsukurō to suru.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To have in common.</p><ul><li><p>Adolescent children try to create their own world by sharing secrets with their friends.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>공통으로 가지다.</p><ul><li><p>사춘기 아이들은 친구와 비밀을 나누어 가지는 것으로 독자적인 세계를 만들려고 한다.</p></li></ul></li></ol>",V.09807,VV
yQXd/4MF;<,分かり合う,わかりあう,wakariau,分かる,わかる,wakaru,合う,あう,au,他,N1ガ|N2ヲ|N3ト,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>互いを理解する。</p><ul><li><p>キミは、彼女と気持ちを分かり合う努力が必要だ。 (Kimi wa, kanojo to kimochi o wakariau doryoku ga hitsuyō da.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To understand each other.</p><ul><li><p>You and your girlfriend need to make an effort to understand each other's feelings.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>서로를 이해하다.</p><ul><li><p>너는 그녀와 서로를 이해하려는 노력이 필요하다.</p></li></ul></li></ol>",V.09100,Vs
AqB?bI6jNN,分かり切る,わかりきる,wakarikiru,分かる,わかる,wakaru,切る,きる,kiru,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>（物事が）十分明らかである。自明である。</p><ul><li><p>それは、分かり切ったことだから、説明は要らない。 (Sore wa, wakarikitta koto da kara, setsumei wa iranai.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(Things are) sufficiently clear. To be obvious.</p><ul><li><p>That's self-evident, so it doesn't need to be explained.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(일이) 충분히 명백하다. 자명하다.</p><ul><li><p>그것은 자명한 것이니, 설명은 필요 없다.</p></li></ul></li></ol>",V.04541,Vs
dyMQ(8g}_-,沸き上がる,わきあがる,wakiagaru,沸く,わく,waku,上がる,あがる,agaru,自,N1ガ|N2カラ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>下から上へ湧くように、勢いよく発生する。</p><ul><li><p>南の空に入道雲が湧き上がった。 (Minami no sora ni nyūdōgumo ga wakiagatta.)</p></li><li><p>行方不明者が無事に見つかって、歓声が沸き上がった。 (Yukue fumeisha ga buji ni mitsukatte, kansei ga wakiagatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To appear with momentum, as if bubbling up from below.</p><ul><li><p>A column of clouds appeared suddenly in the southern sky.</p></li><li><p>There was a spontaneous cheer when the missing people were found, safe and sound.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>아래에서 위로 솟듯이 힘차게 발생하다.</p><ul><li><p>남쪽 하늘에 소나기구름이 솟아 올랐다.</p></li><li><p>실종자가 무사히 발견되자 함성이 터져 나왔다.</p></li></ul></li></ol>",V.03805,VV
jtN5R}32NX,沸き上がる,わきあがる,wakiagaru,沸く,わく,waku,上がる,あがる,agaru,自,N1ガ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>（湯が）沸騰する。</p><ul><li><p>やかんの湯が沸き上がった。 (yakan no yu ga wakiagatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(Of hot water) To boil.</p><ul><li><p>The water in the kettle has boiled.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(물이) 끓어 오르다.</p><ul><li><p>주전자의 물이 끓어 올랐다.</p></li></ul></li></ol>",V.03805,Vs
D48hrj6VRL,沸き起こる,わきおこる,wakiokoru,沸く,わく,waku,起こる,おこる,okoru,自,N1ガ|N2カラ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>下から上へ湧くように、盛んに現れる。</p><ul><li><p>急に雷雲が沸き起こった。 (Kyū ni raiun ga wakiokotta.)</p></li><li><p>演奏が終わった瞬間、聴衆から嵐のような拍手が沸き起こった。 (Ensō ga owatta shunkan, chōshū kara arashi no yō na hakushu ga wakiokotta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To appear in profusion, as if bubbling up from below.</p><ul><li><p>Thunderclouds appeared suddenly.</p></li><li><p>As soon as the orchestra finished, there was thunderous applause from the audience.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>아래에서 위로 솟듯이, 힘차게 나타나다.</p><ul><li><p>갑자기 적란운이 피어 올랐다.</p></li><li><p>공연이 끝난 순간 청중으로부터 우뢰와 같은 박수가 터져 나왔다.</p></li></ul></li></ol>",V.03412,VV
t!*]xNSg|p,沸き返る,わきかえる,wakikaeru,沸く,わく,waku,返る,かえる,kaeru,自,(1)N1ガ；(2)N1ガ|N2ニ,"<ol style=""""><li><p>（湯が）激しく沸騰する。</p><ul><li><p>テレビに夢中で、ヤカンの湯が沸き返っているのに気がつかなかった (Terebi ni muchū de, yakan no yu ga wakikaette irunoni ki ga tsukanakatta)</p></li></ul></li><li><p>（大勢の人のいる場所が）熱狂して大騒ぎになる。</p><ul><li><p>オリンピックのメダリストたちの行進で、東京中が沸き返った。 (Orinpikku no medarisutotachi no kōshin de, tōkyōchū ga wakikaetta.)</p></li></ul></li></ol>","<ol style=""""><li><p>(Of hot water) To boil violently.</p><ul><li><p>I was so engrossed in watching television that I didn't notice the kettle was boiling over.</p></li></ul></li><li><p>(In a place with many people) For excitement to cause a big to-do.</p><ul><li><p>The procession of the Olympic medalists sent Tokyo into a frenzy.</p></li></ul></li></ol>","<ol style=""""><li><p>(물이) 거세게 끓어 오르다.</p><ul><li><p>TV에 정신이 팔려, 주전자의 물이 펄펄 끓고 있는데 몰랐다.</p></li></ul></li><li><p>(많은 사람이 있는 곳이) 열광하여 큰 소동이 벌어지다.</p><ul><li><p>올림픽 메달리스트들의 행진으로, 도쿄가 온통 들끓었다.</p></li></ul></li></ol>",V.10414,Vs
